chemin,class,classe_LOC,classe_CLOC,classe_DC,WMC,classe_BC
java/org/jfree/chart/renderer/xy/XYAreaRenderer2.java,org.jfree.chart.renderer.xy.XYAreaRenderer2,303.0,125.0,0.41254124,22.0,0.018751875
java/org/jfree/chart/plot/compass/PinNeedle.java,org.jfree.chart.plot.compass.PinNeedle,86.0,37.0,0.43023255,9.0,0.047803618
java/org/jfree/data/general/SeriesChangeEvent.java,org.jfree.data.general.SeriesChangeEvent,17.0,11.0,0.64705884,0.0,Infinity
java/org/jfree/chart/labels/StandardXYSeriesLabelGenerator.java,org.jfree.chart.labels.StandardXYSeriesLabelGenerator,111.0,64.0,0.5765766,8.0,0.072072074
java/org/jfree/chart/event/AxisChangeEvent.java,org.jfree.chart.event.AxisChangeEvent,28.0,18.0,0.64285713,1.0,0.64285713
java/org/jfree/chart/renderer/LookupPaintScale.java,org.jfree.chart.renderer.LookupPaintScale,305.0,146.0,0.47868854,23.0,0.020812545
java/org/jfree/data/xy/OHLCDataItem.java,org.jfree.data.xy.OHLCDataItem,155.0,84.0,0.5419355,16.0,0.03387097
java/org/jfree/data/time/DateRange.java,org.jfree.data.time.DateRange,112.0,74.0,0.66071427,5.0,0.13214286
java/org/jfree/data/DomainInfo.java,org.jfree.data.DomainInfo,38.0,33.0,0.8684211,0.0,Infinity
java/org/jfree/chart/api/Rotation.java,org.jfree.chart.api.Rotation,36.0,25.0,0.6944444,1.0,0.6944444
java/org/jfree/data/xy/XYBarDataset.java,org.jfree.data.xy.XYBarDataset,318.0,199.0,0.6257862,28.0,0.022349507
java/org/jfree/chart/plot/dial/DialValueIndicator.java,org.jfree.chart.plot.dial.DialValueIndicator,646.0,358.0,0.55417955,58.0,0.00955482
java/org/jfree/chart/swing/editor/FontChooserPanel.java,org.jfree.chart.swing.editor.FontChooserPanel,143.0,54.0,0.37762237,14.0,0.026973026
java/org/jfree/chart/renderer/xy/XYLineAndShapeRenderer.java,org.jfree.chart.renderer.xy.XYLineAndShapeRenderer,980.0,537.0,0.5479592,84.0,0.0065233237
java/org/jfree/chart/swing/ChartMouseListener.java,org.jfree.chart.swing.ChartMouseListener,21.0,17.0,0.8095238,0.0,Infinity
java/org/jfree/chart/axis/TickUnits.java,org.jfree.chart.axis.TickUnits,134.0,73.0,0.54477614,13.0,0.041905858
java/org/jfree/chart/title/ShortTextTitle.java,org.jfree.chart.title.ShortTextTitle,162.0,69.0,0.42592594,14.0,0.030423282
java/org/jfree/chart/block/BlockFrame.java,org.jfree.chart.block.BlockFrame,20.0,16.0,0.8,0.0,Infinity
java/org/jfree/chart/annotations/CategoryPointerAnnotation.java,org.jfree.chart.annotations.CategoryPointerAnnotation,429.0,232.0,0.5407925,34.0,0.015905663
java/org/jfree/chart/labels/IntervalXYItemLabelGenerator.java,org.jfree.chart.labels.IntervalXYItemLabelGenerator,188.0,86.0,0.4574468,16.0,0.028590426
java/org/jfree/data/xml/CategorySeriesHandler.java,org.jfree.data.xml.CategorySeriesHandler,86.0,45.0,0.5232558,7.0,0.07475083
java/org/jfree/chart/renderer/OutlierListCollection.java,org.jfree.chart.renderer.OutlierListCollection,119.0,74.0,0.62184876,11.0,0.056531705
java/org/jfree/data/gantt/Task.java,org.jfree.data.gantt.Task,195.0,106.0,0.5435898,20.0,0.027179489
java/org/jfree/data/xy/XYCoordinate.java,org.jfree.data.xy.XYCoordinate,119.0,53.0,0.44537815,15.0,0.029691877
java/org/jfree/chart/plot/dial/DialLayer.java,org.jfree.chart.plot.dial.DialLayer,61.0,53.0,0.86885244,0.0,Infinity
java/org/jfree/chart/axis/CategoryAxis.java,org.jfree.chart.axis.CategoryAxis,1154.0,555.0,0.48093587,115.0,0.004182051
java/org/jfree/chart/urls/XYZURLGenerator.java,org.jfree.chart.urls.XYZURLGenerator,19.0,16.0,0.84210527,0.0,Infinity
java/org/jfree/chart/title/TextTitle.java,org.jfree.chart.title.TextTitle,699.0,318.0,0.4549356,71.0,0.006407544
java/org/jfree/chart/plot/pie/PieLabelLinkStyle.java,org.jfree.chart.plot.pie.PieLabelLinkStyle,18.0,13.0,0.7222222,0.0,Infinity
java/org/jfree/chart/annotations/CategoryLineAnnotation.java,org.jfree.chart.annotations.CategoryLineAnnotation,327.0,171.0,0.5229358,28.0,0.01867628
java/org/jfree/chart/swing/Overlay.java,org.jfree.chart.swing.Overlay,41.0,36.0,0.8780488,0.0,Infinity
java/org/jfree/data/general/DefaultKeyedValues2DDataset.java,org.jfree.data.general.DefaultKeyedValues2DDataset,13.0,10.0,0.7692308,0.0,Infinity
java/org/jfree/chart/plot/SeriesRenderingOrder.java,org.jfree.chart.plot.SeriesRenderingOrder,16.0,12.0,0.75,0.0,Infinity
java/org/jfree/data/xy/DefaultTableXYDataset.java,org.jfree.data.xy.DefaultTableXYDataset,529.0,260.0,0.49149337,60.0,0.008191557
java/org/jfree/data/general/PieDataset.java,org.jfree.data.general.PieDataset,10.0,8.0,0.8,0.0,Infinity
java/org/jfree/data/function/LineFunction2D.java,org.jfree.data.function.LineFunction2D,87.0,48.0,0.55172414,8.0,0.06896552
java/org/jfree/chart/labels/HighLowItemLabelGenerator.java,org.jfree.chart.labels.HighLowItemLabelGenerator,156.0,64.0,0.41025642,13.0,0.031558186
java/org/jfree/chart/swing/DefaultSelectionZoomStrategy.java,org.jfree.chart.swing.DefaultSelectionZoomStrategy,178.0,49.0,0.2752809,23.0,0.011968735
java/org/jfree/chart/util/PaintAlpha.java,org.jfree.chart.util.PaintAlpha,310.0,191.0,0.61612904,22.0,0.028005866
java/org/jfree/chart/axis/NumberTickUnit.java,org.jfree.chart.axis.NumberTickUnit,101.0,53.0,0.5247525,8.0,0.06559406
java/org/jfree/chart/renderer/category/BoxAndWhiskerRenderer.java,org.jfree.chart.renderer.category.BoxAndWhiskerRenderer,866.0,385.0,0.44457275,73.0,0.0060900375
java/org/jfree/chart/plot/compass/MeterNeedle.java,org.jfree.chart.plot.compass.MeterNeedle,334.0,178.0,0.5329341,38.0,0.014024583
java/org/jfree/chart/annotations/XYAnnotation.java,org.jfree.chart.annotations.XYAnnotation,21.0,18.0,0.85714287,0.0,Infinity
java/org/jfree/data/xy/XYRangeInfo.java,org.jfree.data.xy.XYRangeInfo,18.0,15.0,0.8333333,0.0,Infinity
java/org/jfree/chart/api/RectangleEdge.java,org.jfree.chart.api.RectangleEdge,86.0,46.0,0.53488374,12.0,0.044573646
java/org/jfree/chart/annotations/XYImageAnnotation.java,org.jfree.chart.annotations.XYImageAnnotation,214.0,110.0,0.5140187,20.0,0.025700936
java/org/jfree/chart/renderer/xy/GradientXYBarPainter.java,org.jfree.chart.renderer.xy.GradientXYBarPainter,267.0,96.0,0.35955057,23.0,0.015632633
java/org/jfree/chart/date/MonthConstants.java,org.jfree.chart.date.MonthConstants,53.0,39.0,0.7358491,0.0,Infinity
java/org/jfree/data/category/CategoryDataset.java,org.jfree.data.category.CategoryDataset,10.0,8.0,0.8,0.0,Infinity
java/org/jfree/chart/block/BlockContainer.java,org.jfree.chart.block.BlockContainer,210.0,99.0,0.47142857,22.0,0.021428572
java/org/jfree/chart/ChartHints.java,org.jfree.chart.ChartHints,55.0,33.0,0.6,0.0,Infinity
java/org/jfree/data/xy/XYDomainInfo.java,org.jfree.data.xy.XYDomainInfo,17.0,14.0,0.8235294,0.0,Infinity
java/org/jfree/chart/legend/LegendItemBlockContainer.java,org.jfree.chart.legend.LegendItemBlockContainer,128.0,74.0,0.578125,9.0,0.06423611
java/org/jfree/data/time/ohlc/OHLCItem.java,org.jfree.data.time.ohlc.OHLCItem,86.0,43.0,0.5,10.0,0.05
java/org/jfree/chart/urls/CategoryURLGenerator.java,org.jfree.chart.urls.CategoryURLGenerator,19.0,16.0,0.84210527,0.0,Infinity
java/org/jfree/chart/axis/ValueAxis.java,org.jfree.chart.axis.ValueAxis,1425.0,755.0,0.52982455,128.0,0.0041392543
java/org/jfree/data/statistics/BoxAndWhiskerCategoryDataset.java,org.jfree.data.statistics.BoxAndWhiskerCategoryDataset,170.0,150.0,0.88235295,0.0,Infinity
java/org/jfree/chart/labels/CategoryToolTipGenerator.java,org.jfree.chart.labels.CategoryToolTipGenerator,24.0,21.0,0.875,0.0,Infinity
java/org/jfree/chart/renderer/category/AreaRenderer.java,org.jfree.chart.renderer.category.AreaRenderer,230.0,75.0,0.32608697,25.0,0.013043479
java/org/jfree/chart/renderer/PaintScale.java,org.jfree.chart.renderer.PaintScale,35.0,30.0,0.85714287,0.0,Infinity
java/org/jfree/chart/annotations/XYBoxAnnotation.java,org.jfree.chart.annotations.XYBoxAnnotation,289.0,147.0,0.50865054,27.0,0.018838909
java/org/jfree/chart/ChartColor.java,org.jfree.chart.ChartColor,124.0,92.0,0.7419355,1.0,0.7419355
java/org/jfree/chart/renderer/xy/WindItemRenderer.java,org.jfree.chart.renderer.xy.WindItemRenderer,98.0,40.0,0.40816328,2.0,0.20408164
java/org/jfree/chart/urls/StandardXYZURLGenerator.java,org.jfree.chart.urls.StandardXYZURLGenerator,18.0,12.0,0.6666667,1.0,0.6666667
